Query=YOR250C	 Hit=lcl|MAPG_12038T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.131:15:784:1 gene:MAPG_12038 transcript:MAPG_12038T0 description:""Clp1""-species:Magnaporthe_poae"	 E_value=2e-08
			
Query=YNL317W	 Hit=lcl|CBQ68694	" Description=pep:novel chromosome:GCA_000230245.1:11:580527:582326:-1 gene:sr14977 transcript:CBQ68694 description:""related to MAK11 protein (maintenance of killer toxin-encoding satellite M1 dsRNA)""-species:Sporisorium_reilianum"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|CADAFUBP00000296	" Description=pep:known scaffold:CADRE:DS499594:836669:838365:1 gene:CADAFUBG00000301 transcript:CADAFUBT00000301 description:""rRNA processing protein Pwp1, putative""-species:Aspergillus_fumigatus"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|AAS50443	" Description=pep:known chromosome:ASM9102v1:I:483964:485652:1 gene:AGOS_AAR078W transcript:AAS50443 description:""AAR078Wp""-species:Ashbya_gossypii"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|EFQ93082	" Description=pep:novel supercontig:GCA_000166005.1:GL533999:37930:39990:1 gene:PTT_09656 transcript:EFQ93082 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|CBX95168	" Description=pep:novel supercontig:ASM23037v1:FP929126:1032726:1034191:-1 gene:LEMA_P115830.1 transcript:CBX95168 description:""Putative uncharacterized protein ""-species:Leptosphaeria_maculans"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|GGTG_01426T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:4533723:4535111:-1 gene:GGTG_01426 transcript:GGTG_01426T0 description:""hypothetical protein""-species:Gaeumannomyces_graminis"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|EPY50307	" Description=pep:novel supercontig:GCA_000004155.2:supercont4.6:439488:442009:1 gene:SPOG_01068 transcript:EPY50307 description:""CDK inhibitor Srw1""-species:Schizosaccharomyces_cryophilus"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|GGTG_00106T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:352674:355431:1 gene:GGTG_00106 transcript:GGTG_00106T0 description:""pre-mRNA-processing factor 17""-species:Gaeumannomyces_graminis"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|CCU82199	" Description=pep:novel supercontig:EF1:HF943524:737244:739541:-1 gene:BGHDH14_bgh02052 transcript:CCU82199 description:""WD domain, G-beta repeat containing protein/chromatin assembly complex protein""-species:Blumeria_graminis"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|EPX71142	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.3:1817382:1820341:-1 gene:SOCG_01360 transcript:EPX71142 description:""hira protein""-species:Schizosaccharomyces_octosporus"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|EFNCRP00000003383	" Description=pep:known supercontig:ASM18292v1:7.11:320311:323310:-1 gene:EFNCRG00000003379 transcript:EFNCRT00000003383 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|CADANGAP00001321	" Description=pep:known chromosome:CADRE:II:4227702:4228828:-1 gene:CADANGAG00001367 transcript:CADANGAT00001367 description:""Putative uncharacterized protein An01g13690""-species:Aspergillus_niger"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|EHK27210	" Description=pep:novel supercontig:ASM17099v1:1:1471077:1473894:-1 gene:TRIVIDRAFT_55283 transcript:EHK27210 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|EFP77693	" Description=pep:novel supercontig:ASM14992v1:supercont2.7:942411:944398:1 gene:PGTG_03649 transcript:EFP77693 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|CCU77164	" Description=pep:novel supercontig:EF1:HF943525:756069:757664:1 gene:BGHDH14_bgh01373 transcript:CCU77164 description:""putative U5 snRNP complex subunit""-species:Blumeria_graminis"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|MAPG_00386T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.1:1223275:1226024:1 gene:MAPG_00386 transcript:MAPG_00386T0 description:""WD repeat-containing protein slp1""-species:Magnaporthe_poae"	 E_value=4e-06
			
Query=YNL317W	 Hit=lcl|SPAC25H1.08c.1:pep	" Description=pep:known chromosome:ASM294v2:I:2536605:2537929:-1 gene:SPAC25H1.08c transcript:SPAC25H1.08c.1 description:""ribosome biogenesis protein Sqt1 (predicted)""-species:Schizosaccharomyces_pombe"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|CAZ82349	" Description=pep:novel supercontig:ASM15164v1:FN430124:49818:53509:-1 gene:GSTUM_00000793001 transcript:CAZ82349 description:""""-species:Tuber_melanosporum"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|CBQ68229	" Description=pep:novel chromosome:GCA_000230245.1:1:2389646:2391477:-1 gene:sr12095 transcript:CBQ68229 description:""related to RRB1-involved in the regulation of ribosome biosynthesis""-species:Sporisorium_reilianum"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|Mycgr3P71753	" Description=pep:known chromosome:MG2:5:408614:410122:-1 gene:Mycgr3G71753 transcript:Mycgr3T71753 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|FVEG_11357T0	" Description=pep:known chromosome:ASM14955v1:9:1202654:1203985:-1 gene:FVEG_11357 transcript:FVEG_11357T0 description:""conserved hypothetical protein""-species:Gibberella_moniliformis"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|CBX95613	" Description=pep:novel supercontig:ASM23037v1:FP929127:1350466:1352180:1 gene:LEMA_P027650.1 transcript:CBX95613 description:""Similar to U4/U6 small nuclear ribonucleoprotein Prp4 ""-species:Leptosphaeria_maculans"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|CADATEAP00007714	" Description=pep:known supercontig:CADRE:1.3:565323:568922:-1 gene:CADATEAG00007714 transcript:CADATEAT00007714 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|CADATEAP00007714	" Description=pep:known supercontig:CADRE:1.3:565323:568922:-1 gene:CADATEAG00007714 transcript:CADATEAT00007714 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|AAS50209	" Description=pep:known chromosome:ASM9102v1:I:70077:71516:-1 gene:AGOS_AAL157C transcript:AAS50209 description:""AAL157Cp""-species:Ashbya_gossypii"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|EFNCRP00000008067	" Description=pep:known supercontig:ASM18292v1:7.47:284520:286373:1 gene:EFNCRG00000008065 transcript:EFNCRT00000008078 description:""Peroxisome biogenesis factor 7""-species:Neurospora_crassa"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|MVLG_00997T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.5:367745:369856:1 gene:MVLG_00997 transcript:MVLG_00997T0 description:""hypothetical protein""-species:Microbotryum_violaceum"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|CAZ85107	" Description=pep:novel supercontig:ASM15164v1:FN430340:1529949:1532057:-1 gene:GSTUM_00009718001 transcript:CAZ85107 description:""""-species:Tuber_melanosporum"	 E_value=5e-06
			
Query=YNL317W	 Hit=lcl|EFQ90603	" Description=pep:novel supercontig:GCA_000166005.1:GL535143:4560:6275:1 gene:PTT_12767 transcript:EFQ90603 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EDU45599	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.2:2320877:2323883:-1 gene:PTRG_03076 transcript:EDU45599 description:""coatomer subunit beta""-species:Pyrenophora_triticirepentis"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|PTTG_09361P0	" Description=pep:novel supercontig:ASM15152v1:GG705744:14230:15469:1 gene:PTTG_09361 transcript:PTTG_09361T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EFP92818	" Description=pep:novel supercontig:ASM14992v1:supercont2.113:7192:9274:1 gene:PGTG_18882 transcript:EFP92818 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EFP92818	" Description=pep:novel supercontig:ASM14992v1:supercont2.113:7192:9274:1 gene:PGTG_18882 transcript:EFP92818 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|EHK19718	" Description=pep:novel supercontig:ASM17099v1:82:60504:62306:-1 gene:TRIVIDRAFT_89746 transcript:EHK19718 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|CADANGAP00006230	" Description=pep:known chromosome:CADRE:VIII:1641343:1642638:1 gene:CADANGAG00006353 transcript:CADANGAT00006353 description:""Function\x3a rec14 of S. pombe is essential for meiotic recombination""-species:Aspergillus_niger"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|GGTG_00479T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.1:1533448:1536793:1 gene:GGTG_00479 transcript:GGTG_00479T0 description:""U3 small nucleolar RNA-associated protein 13""-species:Gaeumannomyces_graminis"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EGG05746	" Description=pep:novel supercontig:GCA_000204055.1:GL883111:168000:173258:1 gene:MELLADRAFT_87610 transcript:EGG05746 description:""Hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|MAPG_10885T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.13:626858:631643:-1 gene:MAPG_10885 transcript:MAPG_10885T0 description:""WD repeat-containing protein 5B""-species:Magnaporthe_poae"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|CADAFLAP00002117	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963473:1229881:1233122:-1 gene:CADAFLAG00002117 transcript:CADAFLAT00002117 description:""F-box and WD domain protein ""-species:Aspergillus_flavus"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|SPAC9G1.05.1:pep	" Description=pep:known chromosome:ASM294v2:I:1976706:1979209:1 gene:SPAC9G1.05 transcript:SPAC9G1.05.1 description:""actin cortical patch component Aip1 (predicted)""-species:Schizosaccharomyces_pombe"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EFNCRP00000006441	" Description=pep:known supercontig:ASM18292v1:7.29:91851:94254:-1 gene:EFNCRG00000006437 transcript:EFNCRT00000006449 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|CADAFLAP00008413	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963479:1528001:1532234:-1 gene:CADAFLAG00008413 transcript:CADAFLAT00008413 description:""NACHT and WD40 domain protein ""-species:Aspergillus_flavus"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|CADNFIAP00003344	" Description=pep:known contig:CADRE:8927:1957099:1958779:1 gene:CADNFIAG00003433 transcript:CADNFIAT00003433 description:""WD domain protein""-species:Neosartorya_fischeri"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EGG12131	" Description=pep:novel supercontig:GCA_000204055.1:GL883091:3706048:3708060:1 gene:MELLADRAFT_102099 transcript:EGG12131 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=6e-06
			
Query=YNL317W	 Hit=lcl|EDU49831	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.7:180196:182171:1 gene:PTRG_06911 transcript:EDU49831 description:""hypothetical protein""-species:Pyrenophora_triticirepentis"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|CADATEAP00009643	" Description=pep:known supercontig:CADRE:1.5:398226:400054:-1 gene:CADATEAG00009643 transcript:CADATEAT00009643 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|SNOT_11148	" Description=pep:known supercontig:ASM14691v1:supercont1.18:649886:650964:-1 gene:SNOG_11148 transcript:SNOT_11148 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EGG06958	" Description=pep:novel supercontig:GCA_000204055.1:GL883106:585045:588140:-1 gene:MELLADRAFT_35901 transcript:EGG06958 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EHK23999	" Description=pep:novel supercontig:ASM17099v1:5:2599424:2600581:1 gene:TRIVIDRAFT_45404 transcript:EHK23999 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|CADAFLAP00008970	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963480:1023107:1026170:-1 gene:CADAFLAG00008970 transcript:CADAFLAT00008970 description:""WD repeat protein ""-species:Aspergillus_flavus"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|CADANGAP00002691	" Description=pep:known chromosome:CADRE:IV:3013059:3014194:1 gene:CADANGAG00002764 transcript:CADANGAT00002764 description:""Eukaryotic translation initiation factor 3 subunit I""-species:Aspergillus_niger"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|CADNFIAP00001330	" Description=pep:known contig:CADRE:8741:4226151:4227847:-1 gene:CADNFIAG00001369 transcript:CADNFIAT00001369 description:""RRNA processing protein Pwp1, putative""-species:Neosartorya_fischeri"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|MVLG_05540T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.76:103345:108101:-1 gene:MVLG_05540 transcript:MVLG_05540T0 description:""hypothetical protein""-species:Microbotryum_violaceum"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EEB06867	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.3:2629550:2633812:-1 gene:SJAG_01926 transcript:EEB06867 description:""Set3 complex subunit Hif2""-species:Schizosaccharomyces_japonicus"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EEB06867	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.3:2629550:2633812:-1 gene:SJAG_01926 transcript:EEB06867 description:""Set3 complex subunit Hif2""-species:Schizosaccharomyces_japonicus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|FGSG_06788P0	" Description=pep:known chromosome:ASM24013v2:4:1229890:1232789:1 gene:FGSG_06788 transcript:FGSG_06788T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|MGG_06389T0	" Description=pep:known chromosome:MG8:4:3920200:3923120:-1 gene:MGG_06389 transcript:MGG_06389T0 description:""Coronin-6""-species:Magnaporthe_oryzae"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EFQ25334	" Description=pep:novel supercontig:GCA_000149035.1:GG697332:23458:25929:-1 gene:GLRG_00478 transcript:EFQ25334 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EGG02133	" Description=pep:novel supercontig:GCA_000204055.1:GL883133:411664:413973:-1 gene:MELLADRAFT_117632 transcript:EGG02133 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|CCU80256	" Description=pep:novel supercontig:EF1:HF943505:351535:353899:-1 gene:BGHDH14_bgh00186 transcript:CCU80256 description:""putative transcription initiation factor TFIID""-species:Blumeria_graminis"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EDU50613	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.8:509118:510734:1 gene:PTRG_07694 transcript:EDU50613 description:""platelet-activating factor acetylhydrolase IB subunit alpha""-species:Pyrenophora_triticirepentis"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|AAS53363	" Description=pep:known chromosome:ASM9102v1:VI:421433:422674:-1 gene:AGOS_AFL009C transcript:AAS53363 description:""AFL009Cp""-species:Ashbya_gossypii"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|MAPG_07396T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.6:1482720:1485420:-1 gene:MAPG_07396 transcript:MAPG_07396T0 description:""U3 small nucleolar RNA-associated protein 13""-species:Magnaporthe_poae"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EFP88562	" Description=pep:novel supercontig:ASM14992v1:supercont2.54:74037:76015:-1 gene:PGTG_14767 transcript:EFP88562 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|EFP88562	" Description=pep:novel supercontig:ASM14992v1:supercont2.54:74037:76015:-1 gene:PGTG_14767 transcript:EFP88562 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|B0510_8465T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.32:341412:343672:-1 gene:B0510_8465 transcript:B0510_8465T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|AAS53317	" Description=pep:known chromosome:ASM9102v1:VI:333836:337324:1 gene:AGOS_AFL055W transcript:AAS53317 description:""PAB-dependent poly(A)-specific ribonuclease subunit PAN2""-species:Ashbya_gossypii"	 E_value=7e-06
			
Query=YNL317W	 Hit=lcl|PTTG_02346P0	" Description=pep:novel supercontig:ASM15152v1:GG705418:70564:72492:1 gene:PTTG_02346 transcript:PTTG_02346T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|EHK25335	" Description=pep:novel supercontig:ASM17099v1:3:875805:878132:-1 gene:TRIVIDRAFT_114128 transcript:EHK25335 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|B0510_1277T1	" Description=pep:novel supercontig:B05.10_v2:Supercontig_1.3:27074:28813:-1 gene:B0510_1277 transcript:B0510_1277T1 description:""""-species:Botryotinia_fuckeliana"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|EGG09984	" Description=pep:novel supercontig:GCA_000204055.1:GL883096:548341:551104:-1 gene:MELLADRAFT_47296 transcript:EGG09984 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CADAFLAP00001583	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963472:4259578:4261450:-1 gene:CADAFLAG00001583 transcript:CADAFLAT00001583 description:""mRNA splicing factor (Prp17), putative ""-species:Aspergillus_flavus"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|EGY17450	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.2:998776:1000450:-1 gene:VDAG_01132 transcript:EGY17450 description:""pre-mRNA-processing factor 17""-species:Verticillium_dahliae"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CBX97880	" Description=pep:novel supercontig:ASM23037v1:FP929132:1181783:1183594:-1 gene:LEMA_P092890.1 transcript:CBX97880 description:""Similar to cell division cycle protein Cdc20 ""-species:Leptosphaeria_maculans"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CADANIAP00005084	" Description=pep:known chromosome:ASM1142v1:II:3426825:3428054:1 gene:CADANIAG00005084 transcript:CADANIAT00005084 description:""WD repeat-containing protein (AFU_orthologue\x3b AFUA_4G12190)""-species:Aspergillus_nidulans"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|GGTG_12419T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.8:840227:845034:1 gene:GGTG_12419 transcript:GGTG_12419T0 description:""hypothetical protein""-species:Gaeumannomyces_graminis"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|MGG_01108T0	" Description=pep:known chromosome:MG8:5:486272:491019:1 gene:MGG_01108 transcript:MGG_01108T0 description:""Protein transport protein SEC31""-species:Magnaporthe_oryzae"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CADAFUBP00006288	" Description=pep:known scaffold:CADRE:DS499598:505517:508576:1 gene:CADAFUBG00006412 transcript:CADAFUBT00006412 description:""Small nucleolar ribonucleoprotein complex subunit, putative""-species:Aspergillus_fumigatus"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CADAFUBP00006288	" Description=pep:known scaffold:CADRE:DS499598:505517:508576:1 gene:CADAFUBG00006412 transcript:CADAFUBT00006412 description:""Small nucleolar ribonucleoprotein complex subunit, putative""-species:Aspergillus_fumigatus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|PTTG_04780P0	" Description=pep:novel supercontig:ASM15152v1:GG705452:447703:449231:1 gene:PTTG_04780 transcript:PTTG_04780T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CBQ73387	" Description=pep:novel chromosome:GCA_000230245.1:7:527780:530767:-1 gene:sr14046 transcript:CBQ73387 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|EEB09633	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.2:2343821:2345770:1 gene:SJAG_04853 transcript:EEB09633 description:""fizzy-like protein Mfr1""-species:Schizosaccharomyces_japonicus"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|EFNCRP00000003685	" Description=pep:known supercontig:ASM18292v1:7.12:773886:775350:1 gene:EFNCRG00000003681 transcript:EFNCRT00000003685 description:""Protein transport protein sec-13""-species:Neurospora_crassa"	 E_value=8e-06
			
Query=YNL317W	 Hit=lcl|CADANIAP00005923	" Description=pep:known chromosome:ASM1142v1:III:1787126:1791395:-1 gene:CADANIAG00005923 transcript:CADANIAT00005923 description:""WD repeat protein (AFU_orthologue\x3b AFUA_2G03080)""-species:Aspergillus_nidulans"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|EFP77532	" Description=pep:novel supercontig:ASM14992v1:supercont2.7:268627:276125:1 gene:PGTG_03488 transcript:EFP77532 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|MVLG_03315T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.30:196496:199922:1 gene:MVLG_03315 transcript:MVLG_03315T0 description:""hypothetical protein""-species:Microbotryum_violaceum"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|EFQ28408	" Description=pep:novel supercontig:GCA_000149035.1:GG697340:997052:998284:-1 gene:GLRG_03552 transcript:EFQ28408 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|EEB06530	" Description=pep:novel supercontig:GCA_000149845.2:supercont5.3:1915063:1917667:1 gene:SJAG_01573 transcript:EEB06530 description:""WDR70 family WD repeat protein""-species:Schizosaccharomyces_japonicus"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|CBQ69351	" Description=pep:novel chromosome:GCA_000230245.1:15:162169:164112:1 gene:sr15816 transcript:CBQ69351 description:""related to RRP9-protein associated with the U3 small nucleolar RNA""-species:Sporisorium_reilianum"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|CADANIAP00003192	" Description=pep:known chromosome:ASM1142v1:V:1248254:1250097:1 gene:CADANIAG00003192 transcript:CADANIAT00003192 description:""mRNA splicing factor (Prp17), putative (AFU_orthologue\x3b AFUA_6G07300)""-species:Aspergillus_nidulans"	 E_value=9e-06
			
Query=YNL317W	 Hit=lcl|EGR50834	" Description=pep:novel supercontig:GCA_000167675.2:GL985059:605080:606556:-1 gene:TRIREDRAFT_21743 transcript:EGR50834 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CAG84181	" Description=pep:novel chromosome:GCA_000002525.1:A:2090534:2093133:1 gene:YALI0_A19470g transcript:CAG84181 description:""YALI0A19470p""-species:Yarrowia_lipolytica"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|AAS52798	" Description=pep:known chromosome:ASM9102v1:V:849910:851869:1 gene:AGOS_AER114W transcript:AAS52798 description:""AER114Wp""-species:Ashbya_gossypii"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|MGG_07030T0	" Description=pep:known chromosome:MG8:2:6150994:6153146:-1 gene:MGG_07030 transcript:MGG_07030T0 description:""Putative uncharacterized protein""-species:Magnaporthe_oryzae"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|FVEG_04934T0	" Description=pep:known chromosome:ASM14955v1:4:1826236:1830342:-1 gene:FVEG_04934 transcript:FVEG_04934T0 description:""hypothetical protein similar to protein transport protein SEC31""-species:Gibberella_moniliformis"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADAFLAP00004042	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963474:2406037:2407333:1 gene:CADAFLAG00004042 transcript:CADAFLAT00004042 description:""Protein transport protein (LST8), putative ""-species:Aspergillus_flavus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|PTTG_06827P0	" Description=pep:novel supercontig:ASM15152v1:GG705543:257243:260252:-1 gene:PTTG_06827 transcript:PTTG_06827T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|CADAFLAP00011049	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963483:767706:768999:1 gene:CADAFLAG00011049 transcript:CADAFLAT00011049 description:""WD repeat-containing protein ""-species:Aspergillus_flavus"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|AAS54190	" Description=pep:known chromosome:ASM9102v1:VII:139480:140565:-1 gene:AGOS_AGL301C transcript:AAS54190 description:""AGL301Cp""-species:Ashbya_gossypii"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|MGG_08133T0	" Description=pep:known chromosome:MG8:2:5807764:5810895:1 gene:MGG_08133 transcript:MGG_08133T0 description:""Pre-mRNA-processing factor 17""-species:Magnaporthe_oryzae"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|MGG_08133T0	" Description=pep:known chromosome:MG8:2:5807764:5810895:1 gene:MGG_08133 transcript:MGG_08133T0 description:""Pre-mRNA-processing factor 17""-species:Magnaporthe_oryzae"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|SPBC31F10.13c.1:pep	" Description=pep:known chromosome:ASM294v2:II:3774138:3777499:-1 gene:SPBC31F10.13c transcript:SPBC31F10.13c.1 description:""hira protein, histone chaperone Hip1""-species:Schizosaccharomyces_pombe"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EDN91076	" Description=pep:novel supercontig:ASM14694v1:CH476621:1236883:1238146:1 gene:SS1G_00478 transcript:EDN91076 description:""hypothetical protein""-species:Sclerotinia_sclerotiorum"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EHK16553	" Description=pep:novel supercontig:ASM17099v1:90:627946:629412:1 gene:TRIVIDRAFT_82766 transcript:EHK16553 description:""hypothetical protein""-species:Trichoderma_virens"	 E_value=1e-05
			
Query=YNL317W	 Hit=lcl|EGY22337	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.6:707638:710938:1 gene:VDAG_03775 transcript:EGY22337 description:""F-box/WD repeat-containing protein 1A""-species:Verticillium_dahliae"	 E_value=1e-05
			
